Carimbo de data/hora,A qual instituição você está filiado hoje?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,"Em qual instituição você concluiu sua graduação? (Insira a sigla, ex: UFPR, UNIOESTE, PUCPR, UEM, UEL, etc.)",De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",A qual turma da disciplina você pertence?,Tem/teve contato ou conhecimento sobre o Prof. Coordenador da Disciplina (Paulo Justiniano)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Sexo,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Você mora,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante para ir para Universidade?,"Em média, quanto tempo você demora para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?"
16/03/2020 18:31:11,UFPR,TC - Tecnologia,Doutorado,Ciências Exatas,2009,FATEB,"Iniciação científica, Monitoria",2010,2012,UFPR,2,CNPQ,1,8,Sim,"R, Statistica, Excel, Matlab, Origin ",Certamente sim,8,Conseguir um emprego.,Site da UFPR ou instituição de origem,Sim,Presencial,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,168,78,28/12/1982,Bolsista em tempo integral,Sozinho,2,Outro Estado,Não,A pé,15,4,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",50,B se chama Bouba e A se chama Kiki.
16/03/2020 18:32:07,UEPG,,Mestrado Acadêmico,Ciências Exatas,2019,UEPG,Iniciação científica,,,,0,CAPES,1,0,Sim,"Statistica, Excel",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,170,54,26/05/1996,Bolsista em tempo integral,Com os pais,1,Curitiba,B (carro),Carro/moto próprio,20,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",50,B se chama Bouba e A se chama Kiki.
16/03/2020 18:33:21,UEPG,,Doutorado,Ciências Humanas,2015.,Uce ,Iniciação científica,2018,2020,Uepg ,2,CAPES,1,8,Sim,"SPSS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,165,56,06/06/2020,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",3,Outro País,Não,A pé,20,4,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",55,B se chama Bouba e A se chama Kiki.
16/03/2020 18:35:25,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2019,UEPG,"Iniciação científica, Monitoria",,,,0,CAPES,1,0,Não,,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Secretaria de pós-graduaçao,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,167,65,02/05/1997,Bolsista em tempo integral,Com os pais,2,Curitiba,Não,Transporte público,50,1,"Cachorro, Gato, Tartaruga",Não toco nenhum instrumento,"Facebook, Instagram",47,B se chama Bouba e A se chama Kiki.
16/03/2020 18:35:26,UNICENTRO,,Doutorado,Ciências Exatas,2013,UNICENTRO,Iniciação científica,2018,2020,UNICENTRO,0,Não,0,5,Sim,Excel,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,169,80,20/09/1989,Professor concursado QPM da SEED,Com o namorado(a)/noivo(a)/cônjuge,2,Interior do Paraná,B (carro),Carro/moto próprio,90,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",54,A se chama Bouba e B se chama Kiki.
16/03/2020 18:35:29,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2018,UEPG,"Iniciação científica, Monitoria",,2022,,2,Não,0,2,Não,,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo PPG,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,179,105,10/10/1995,Trabalho por contrato,Com os pais,1,Interior do Paraná,B (carro),Carro/moto próprio,5,1,"Cachorro, Pássaro, Coelho, Outro",Não toco nenhum instrumento,"Facebook, Google+, Instagram",46,B se chama Bouba e A se chama Kiki.
16/03/2020 18:38:03,UNILA,,Doutorado,Ciências Exatas,2015,UFSC,"Iniciação científica, Monitoria, Empresa Júnior",2016,2018,UFSC,1,Não,1,11,Sim,"Excel, Assistat",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,174,59,01/04/1992,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge,3,Outro Estado,B (carro),Carro/moto próprio,20,3,Não possuo,Não toco nenhum instrumento,"Twitter, Instagram, Linkedin",45,B se chama Bouba e A se chama Kiki.
16/03/2020 18:39:23,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2015,UFPR,Monitoria,2017,2019,UFPR,0,Não,0,1,Sim,SPSS,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Por colegas,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,176,74,01/08/1991,Trabalho com carteira assinada/Vínculo Formal,Com os pais,1,Região metropolitana,B (carro),Carro/moto próprio,25,0,Cachorro,Violão,"Facebook, Instagram",55,B se chama Bouba e A se chama Kiki.
16/03/2020 18:40:38,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2016,Uepg,"Iniciação científica, Monitoria, Projeto de extensão",,,,0,Não,0,0,Não,,Não sei ainda,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Feminino,164,61,05/06/1992,Trabalho por contrato,Com outros familiares,2,Região metropolitana,B (carro),Carro/moto próprio,25,4,Não possuo,Não toco nenhum instrumento,"Facebook, Google+, Instagram, Linkedin",52,B se chama Bouba e A se chama Kiki.
16/03/2020 18:42:32,UNICENTRO,,Doutorado,Ciências Biológicas,2015,UTFPR,"Iniciação científica, Monitoria",2016,2018,UNESP,8,Não,1,7,Sim,"R, SAS, Minitab, Excel",Certamente sim,10,Conseguir um emprego.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,165,55,10/12/1992,Trabalho por contrato,Sozinho,2,Outro Estado,A e B (moto e carro),Carro/moto próprio,10,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",50,A se chama Bouba e B se chama Kiki.
16/03/2020 18:42:44,UFPR,BL - Ciências Biológiccas,Doutorado,Ciências Biológicas,2006,UNICENTRO,"Monitoria, Projeto de extensão",2014,2015,UFPR,5,Não,0,0,Sim,"SPSS, Excel",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Secretaria do programa de pós graduação,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,159,52,26/11/1983,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,1,Interior do Paraná,B (carro),Carro/moto próprio,10,5,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",47,B se chama Bouba e A se chama Kiki.
16/03/2020 18:43:25,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2017,UEPG,"Monitoria, Projeto de extensão",,,,3,Não,0,0,Não,,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Feminino,166,54,23/07/1995,Trabalho por contrato,Com os pais,1,Interior do Paraná,B (carro),Carro/moto próprio,15,0,Não possuo,Piano,"Facebook, Twitter, Instagram",48,A se chama Bouba e B se chama Kiki.
16/03/2020 18:46:16,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2018,UFPR,"Iniciação científica, Monitoria",,,,0,CAPES,1,8,Sim,Excel,Não sei ainda,5,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,165,55,22/11/1995,Bolsista em tempo integral,Com os pais,0,Outro Estado,B (carro),Carro/moto próprio,15,1,Cachorro,Não toco nenhum instrumento,Facebook,60,B se chama Bouba e A se chama Kiki.
16/03/2020 18:52:00,UFPR,SD - Saúde,Doutorado,Ciências Humanas,1998,UNIOESTE,,2015,2018,UFPR,2,Não,2,10,Sim,"R, Statistica, Excel",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,158,60,07/06/1976,Trabalho com carteira assinada/Vínculo Formal,Sozinho,2,Interior do Paraná,B (carro),Táxi/Aplicativo,30,30,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",35,B se chama Bouba e A se chama Kiki.
16/03/2020 18:52:10,UEPG,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2019,UTP,Monitoria,,,,0,CAPES,1,0,Não,Excel,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,165,58,26/08/1998,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",1,Curitiba,B (carro),A pé,10,5,Não possuo,Piano,"Facebook, Twitter, Instagram, Linkedin",50,B se chama Bouba e A se chama Kiki.
16/03/2020 18:52:36,IFPR,,Mestrado Acadêmico,Ciências Humanas,2005,universidade paranaense - unipar,"Iniciação científica, Monitoria, Projeto de extensão",,,,1,Não,1,0,Não,,Não sei ainda,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pela coordenação  do IFPR que realizo o mestrado,Não,Remota,Não,Sim,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,173,60,21/12/1983,emprego publico,Com o namorado(a)/noivo(a)/cônjuge,2,Interior do Paraná,B (carro),Carro/moto próprio,3,0,Cachorro,Não toco nenhum instrumento,Nenhuma,52,B se chama Bouba e A se chama Kiki.
16/03/2020 18:56:11,UEPG,SD - Saúde,Doutorado,Ciências Biológicas,2017,UEPG,"Iniciação científica, Monitoria, Projeto de extensão",2018,2020,UEPG,0,CAPES,1,8,Sim,"Excel, SigmaPlot",Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,UEPG,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,166,58,06/03/1995,Trabalho com carteira assinada/Vínculo Formal,Com os pais,2,Interior do Paraná,B (carro),Carro/moto próprio,15,0,"Cachorro, Gato, Pássaro",Não toco nenhum instrumento,"Facebook, Twitter, Instagram",52,A se chama Bouba e B se chama Kiki.
16/03/2020 18:58:03,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2019,UFPR,,,,,0,Não,1,0,Sim,Minitab,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Presencial,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,180,82,25/01/1995,Bolsista em tempo integral,Com os pais,1,Curitiba,B (carro),Carro/moto próprio,30,3,Cachorro,Contrabaixo,"Facebook, Twitter, Instagram, Linkedin",45,B se chama Bouba e A se chama Kiki.
16/03/2020 19:00:44,UFPR,SA - Sociais Aplicadas,Mestrado Acadêmico,Ciências Humanas,2007,NAU,Iniciação científica,,,,0,Não,0,5,Sim,R,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Sim,Presencial,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,186,92,27/11/1984,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,1,Outro País,Não,Transporte público,30,10,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",45,B se chama Bouba e A se chama Kiki.
16/03/2020 19:03:46,UNILA,,Mestrado Acadêmico,Ciências Exatas,2016,UNILA,,,,,0,Não,1,0,Sim,Excel,Não sei ainda,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Masculino,170,75,28/05/1966,Aposentado,Com o namorado(a)/noivo(a)/cônjuge,4,Curitiba,A e B (moto e carro),Carro/moto próprio,20,0,Não possuo,Não toco nenhum instrumento,Facebook,50,B se chama Bouba e A se chama Kiki.
16/03/2020 19:04:58,UNICENTRO,,Doutorado,Ciências Biológicas,2010,UFOP,Iniciação científica,2011,2013,UFOP,0,Não,1,2,Sim,"Minitab, Statistica, Excel",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,165,57,25/01/1986,Trabalho com carteira assinada/Vínculo Formal,Sozinho,2,Outro Estado,B (carro),Carro/moto próprio,240,0,Gato,Não toco nenhum instrumento,Instagram,50,A se chama Bouba e B se chama Kiki.
16/03/2020 19:05:25,UNICENTRO,AG - Agrárias,Doutorado,Ciências Exatas,2012,Universidade Federal Rural da Amazônia - UFRA,"Iniciação científica, Projeto de extensão",2013,2015,Instituto Nacional de Pesquisas da Amazônia - INPA,5,CAPES,3,15,Sim,"R, Excel, Matlab, Assistat, Systat",Certamente sim,8,Conseguir um emprego.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,160,55,11/10/1990,Bolsista em tempo integral,Com amigos,1,Outro Estado,B (carro),Transporte público,30,2,Cachorro,"Teclado, Piano","Facebook, Google+, Instagram",37,B se chama Bouba e A se chama Kiki.
16/03/2020 19:11:16,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2009,UFPR,"Iniciação científica, Projeto de extensão",2016,2018,UFPR,1,Não,1,24,Sim,"R, SPSS, Excel",Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Programa de pós,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,170,74,05/06/1987,Profissional liberal,Com o namorado(a)/noivo(a)/cônjuge,2,Curitiba,B (carro),Carro/moto próprio,5,4,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",52,B se chama Bouba e A se chama Kiki.
16/03/2020 19:12:30,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2013,UFPR,"Iniciação científica, Projeto de extensão",2016,2018,UFPR,2,CAPES,1,2,Sim,"Excel, Prisma",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,170,65,19/03/1991,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,0,Curitiba,B (carro),Carro/moto próprio,25,0,Cachorro,Não toco nenhum instrumento,Instagram,45,B se chama Bouba e A se chama Kiki.
16/03/2020 19:13:28,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2019,UFPR,"Iniciação científica, Monitoria",,,,1,Não,2,0,Sim,"R, SAS, Minitab, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,159,63,01/11/1995,Estudante,Com os pais,1,Curitiba,B (carro),Carro/moto próprio,10,0,Cachorro,Outro,"Linkedin, Outras",56,B se chama Bouba e A se chama Kiki.
16/03/2020 19:17:24,UNIOESTE,,Doutorado,Ciências Biológicas,2012,Uniamerica,,2013,2015,Unioeste,0,Não,1,2,Sim,R,Certamente sim,10,Conseguir um emprego.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,172,85,24/05/1982,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge,2,Interior do Paraná,A e B (moto e carro),A pé,15,0,Outro,Não toco nenhum instrumento,"Facebook, Instagram",50,B se chama Bouba e A se chama Kiki.
16/03/2020 19:20:50,UNICENTRO,,Doutorado,Ciências Exatas,2016,UFSM,"Iniciação científica, Monitoria, Projeto de extensão",2016,2018,UDESC,5,CAPES,1,6,Sim,"R, SAS, Statistica, SPSS, Excel, Matlab",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,170,61,17/08/1992,Bolsista em tempo integral,Com amigos,2,Outro Estado,B (carro),Transporte público,30,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram",50,B se chama Bouba e A se chama Kiki.
16/03/2020 19:21:07,UEPG,,Mestrado Acadêmico,Ciências Humanas,2016,UEPG,Projeto de extensão,,,,0,Não,0,0,Não,,Não sei ainda,7,Aumento salarial e oportunidades mais promissoras.,Por colegas,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,165,60,26/05/1993,Trabalho com carteira assinada/Vínculo Formal,Sozinho,0,Interior do Paraná,B (carro),Bicicleta,30,15,Gato,"Violão, Teclado, Piano","Facebook, Instagram",55,A se chama Bouba e B se chama Kiki.
16/03/2020 19:21:07,UFPR,CH - Humanas,Doutorado,Ciências Humanas,2000,PUCPR,Iniciação científica,2004,2006,UFPR,1,Não,0,5,Não,,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,168,74,13/02/1972,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,1,Curitiba,B (carro),Carro/moto próprio,15,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram",42,B se chama Bouba e A se chama Kiki.
16/03/2020 19:24:24,UNIOESTE,,Mestrado Acadêmico,Ciências Exatas,2000,Unioeste,,,,,1,Não,1,0,Não,,Não sei ainda,7,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,163,78,08/02/1977,Trabalho por contrato,Sozinho,2,Interior do Paraná,B (carro),Carro/moto próprio,20,1,Não possuo,Piano,"Facebook, Instagram",60,B se chama Bouba e A se chama Kiki.
16/03/2020 19:26:50,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2015,UTFPR,Iniciação científica,2016,2018,UFPR,1,CAPES,1,10,Sim,"R, Excel, Matlab",Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Sim,Presencial,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,166,90,21/06/1994,Bolsista em tempo integral,Com amigos,2,Interior do Paraná,A e B (moto e carro),A pé,15,4,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin, Outras",45,B se chama Bouba e A se chama Kiki.
16/03/2020 19:28:07,UFPR,,Doutorado,Ciências Biológicas,2012,Integrado,,2018,2020,Unioeste,1,CAPES,1,7,Não,Excel,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,160,55,21/07/1991,Bolsista em tempo integral,Sozinho,0,Interior do Paraná,A e B (moto e carro),A pé,5,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",45,B se chama Bouba e A se chama Kiki.
